epoch,learning_rate,loss,unet3plus_output_sup0_activation_accuracy,val_loss,val_unet3plus_output_sup0_activation_accuracy
20,9.999999747378752e-05,0.12452670931816101,0.9502395391464233,0.26936647295951843,0.9136905074119568
21,9.999999747378752e-05,0.11568116396665573,0.9538381695747375,0.2241441160440445,0.9226908087730408
22,9.999999747378752e-05,0.1127050444483757,0.9549985527992249,0.22678431868553162,0.920941948890686
23,9.999999747378752e-05,0.10752754658460617,0.9566892981529236,0.25963854789733887,0.9063568711280823
24,9.999999747378752e-05,0.0995100885629654,0.9599612355232239,0.28210753202438354,0.9043371677398682
25,9.999999747378752e-05,0.09427690505981445,0.9621024131774902,0.23615460097789764,0.9254531264305115
26,9.999999747378752e-05,0.09293440729379654,0.9627100229263306,0.2615155577659607,0.923555850982666
27,9.999999747378752e-06,0.08908974379301071,0.9643517732620239,0.21915704011917114,0.9323824644088745
28,9.999999747378752e-06,0.07645706087350845,0.9694252610206604,0.2138785868883133,0.9328745603561401
29,9.999999747378752e-06,0.07325960695743561,0.9707167148590088,0.21384947001934052,0.9331014752388
30,9.999999747378752e-06,0.0709286481142044,0.9716772437095642,0.21589191257953644,0.9331972002983093
31,9.999999747378752e-06,0.06899360567331314,0.9724790453910828,0.21851521730422974,0.9332287311553955
32,9.999999747378752e-06,0.06729958206415176,0.9731851816177368,0.2216498702764511,0.9331895709037781
33,9.999999747378752e-06,0.06577812880277634,0.9738147854804993,0.22456985712051392,0.933158278465271
34,9.999999974752427e-07,0.06412017345428467,0.9744879007339478,0.22265034914016724,0.9338882565498352
35,9.999999974752427e-07,0.06333807110786438,0.9748097658157349,0.22392608225345612,0.9339202046394348
36,9.999999974752427e-07,0.06306932866573334,0.9749156832695007,0.22491100430488586,0.933910071849823
37,9.999999974752427e-07,0.06287551671266556,0.9749905467033386,0.2256518453359604,0.9338897466659546
38,9.999999974752427e-07,0.06270474195480347,0.9750567078590393,0.22621384263038635,0.9338746666908264
39,1.0000000116860974e-07,0.062370140105485916,0.9751953482627869,0.22640639543533325,0.933860182762146
40,1.0000000116860974e-07,0.06234605982899666,0.975204586982727,0.22654391825199127,0.9338516592979431
41,1.0000000116860974e-07,0.06232428923249245,0.9752126336097717,0.22665123641490936,0.9338492155075073
42,1.0000000116860974e-07,0.062303438782691956,0.9752206802368164,0.22675631940364838,0.9338458776473999
43,1.0000000116860974e-07,0.06228348985314369,0.9752285480499268,0.22683918476104736,0.9338423013687134
44,9.99999993922529e-09,0.06224188208580017,0.9752452969551086,0.22687013447284698,0.933842658996582
45,9.99999993922529e-09,0.06223990023136139,0.9752455353736877,0.22688668966293335,0.9338428974151611
46,9.99999993922529e-09,0.0622379407286644,0.9752464294433594,0.22689983248710632,0.9338423013687134
47,9.99999993922529e-09,0.062235742807388306,0.9752475023269653,0.2269095778465271,0.9338418245315552
48,9.99999993922529e-09,0.06223360449075699,0.9752482175827026,0.22691883146762848,0.9338422417640686
49,9.999999717180685e-10,0.06222901493310928,0.9752498865127563,0.22692076861858368,0.9338416457176208
50,9.999999717180685e-10,0.06222887709736824,0.9752506613731384,0.22692176699638367,0.9338411688804626
51,9.999999717180685e-10,0.06222885847091675,0.9752503037452698,0.22692081332206726,0.9338415861129761
52,9.999999717180685e-10,0.06222878769040108,0.9752504229545593,0.22692157328128815,0.9338420629501343
53,9.999999717180685e-10,0.06222866475582123,0.9752501249313354,0.22692131996154785,0.9338420629501343
54,9.999999439624929e-11,0.062228474766016006,0.9752501249313354,0.22692221403121948,0.9338411688804626
55,9.999999439624929e-11,0.06222853064537048,0.9752503633499146,0.22692109644412994,0.9338418841362
56,9.999999439624929e-11,0.06222843378782272,0.9752498865127563,0.2269228845834732,0.9338410496711731
57,9.999999439624929e-11,0.0622284933924675,0.9752500057220459,0.22692254185676575,0.9338422417640686
58,9.999999439624929e-11,0.06222847104072571,0.9752500057220459,0.2269211858510971,0.9338422417640686
59,9.999999092680234e-12,0.062228456139564514,0.9752500057220459,0.2269214540719986,0.9338418245315552
60,9.999999092680234e-12,0.06222851201891899,0.9752501249313354,0.22692188620567322,0.9338418245315552
61,9.999999092680234e-12,0.0622284933924675,0.9752500057220459,0.22692172229290009,0.9338414072990417
62,9.999999092680234e-12,0.062228552997112274,0.9752495288848877,0.22692102193832397,0.933842122554779
63,9.999999092680234e-12,0.062228426337242126,0.9752504229545593,0.2269209772348404,0.9338414072990417
64,9.9999988758398e-13,0.06222847104072571,0.9752504229545593,0.22692188620567322,0.9338411688804626
65,9.9999988758398e-13,0.06222846359014511,0.9752505421638489,0.22692172229290009,0.9338414072990417
66,9.9999988758398e-13,0.06222846359014511,0.9752504229545593,0.22692209482192993,0.9338409900665283
67,9.9999988758398e-13,0.062228456139564514,0.9752505421638489,0.2269219309091568,0.9338409304618835
68,9.9999988758398e-13,0.06222845986485481,0.9752504825592041,0.22692184150218964,0.9338409304618835
69,9.999999146890343e-14,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
70,9.999999146890343e-14,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
71,9.999999146890343e-14,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
72,9.999999146890343e-14,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
73,9.999999146890343e-14,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
74,9.999998977483753e-15,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
75,9.999998977483753e-15,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
76,9.999998977483753e-15,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
77,9.999998977483753e-15,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
78,9.999998977483753e-15,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
79,9.999998977483753e-16,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
80,9.999998977483753e-16,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
81,9.999998977483753e-16,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
82,9.999998977483753e-16,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
83,9.999998977483753e-16,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
84,9.999998845134855e-17,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
85,9.999998845134855e-17,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
86,9.999998845134855e-17,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
87,9.999998845134855e-17,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
88,9.999998845134855e-17,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
89,9.999999010570978e-18,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
90,9.999999010570978e-18,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
91,9.999999010570978e-18,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
92,9.999999010570978e-18,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
93,9.999999010570978e-18,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
94,9.999999424161284e-19,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
95,9.999999424161284e-19,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
96,9.999999424161284e-19,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
97,9.999999424161284e-19,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
98,9.999999424161284e-19,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
99,9.999999682655225e-20,0.06222845986485481,0.9752504229545593,0.22692187130451202,0.9338409304618835
